Location,Price,Rooms,Bathrooms,Car Parks,Furnishing,Property Type,Size,Price per Area,Price per Room
ampang,600000,2,1,,Fully Furnished,Serviced Residence,1049,571.9733079,300000
ampang,900000,3,2,2,Partly Furnished,Serviced Residence,1572,572.519084,300000
ampang,2750000,6,6,,,Semi-detached House,4800,572.9166667,458333.3333
ampang,900000,4,3,2,Partly Furnished,Serviced Residence,1570,573.2484076,225000
ampang,900000,4,3,2,Partly Furnished,Serviced Residence,1570,573.2484076,225000
ampang,620000,4,3,,,Terrace/Link House,1080,574.0740741,155000
ampang,495000,,,,,Serviced Residence,861,574.912892,
ampang,4600000,8,7,,Partly Furnished,Bungalow,8000,575,575000
ampang,2204000,5,5,2,Unfurnished,Bungalow,3821,576.8123528,440800
ampang,1500000,5,4,,Fully Furnished,Semi-detached House,2600,576.9230769,300000
ampang,2700000,8,9,,Unfurnished,Bungalow,4675,577.540107,337500
ampang,2600000,7,7,2,Partly Furnished,Semi-detached House,4500,577.7777778,371428.5714
ampang,1850000,5,5,,,Semi-detached House,3200,578.125,370000
ampang,850000,3,3,,Partly Furnished,Terrace/Link House,1470,578.2312925,283333.3333
ampang,638000,2,2,2,Fully Furnished,Serviced Residence,1100,580,319000
ampang,630000,2,2,2,Fully Furnished,Serviced Residence,1085,580.6451613,315000
ampang,3200000,7,7,,Unknown,Bungalow,5500,581.8181818,457142.8571
ampang,3200000,6,6,,,Semi-detached House,5500,581.8181818,533333.3333
ampang,1630000,6,5,5,,Terrace/Link House,2800,582.1428571,271666.6667
ampang,990000,5,6,2,Partly Furnished,Terrace/Link House,1700,582.3529412,198000
ampang,2800000,6,5,4,,Semi-detached House,4800,583.3333333,466666.6667
ampang,3680000,7,8,4,Unfurnished,Bungalow,6300,584.1269841,525714.2857
ampang,760000,4,3,,Partly Furnished,Terrace/Link House,1300,584.6153846,190000
ampang,3950000,7,7,,Partly Furnished,Bungalow,6756,584.6654825,564285.7143
ampang,555000,2,1,,Fully Furnished,Serviced Residence,948,585.443038,277500
ampang,4100000,7,8,,Fully Furnished,Bungalow,7000,585.7142857,585714.2857
ampang,1250000,4,4,3,Partly Furnished,Terrace/Link House,2125,588.2352941,312500
ampang,2750000,8,9,,Unfurnished,Bungalow,4675,588.2352941,343750
ampang,3500000,6,6,4,Partly Furnished,Bungalow,5940,589.2255892,583333.3333
ampang,1650000,6,5,3,Partly Furnished,Terrace/Link House,2800,589.2857143,275000
ampang,1650000,6,5,3,Partly Furnished,Terrace/Link House,2800,589.2857143,275000
ampang,1650000,6,5,,Partly Furnished,Terrace/Link House,2800,589.2857143,275000
ampang,1650000,5,6,4,Partly Furnished,Terrace/Link House,2800,589.2857143,330000
ampang,420000,3,2,1,Partly Furnished,Townhouse,710,591.5492958,140000
ampang,2850000,6,6,4,Fully Furnished,Semi-detached House,4800,593.75,475000
ampang,3800000,6,6,,Partly Furnished,Bungalow,6400,593.75,633333.3333
ampang,720000,3,3,2,Partly Furnished,Serviced Residence,1210,595.0413223,240000
ampang,2450000,6,4,5,Partly Furnished,Terrace/Link House,4112,595.8171206,408333.3333
ampang,3600000,8,8,4,,Bungalow,6026,597.4112181,450000
ampang,2990000,6,7,6,Partly Furnished,Bungalow,5000,598,498333.3333
ampang,1150000,7,4,4,,Terrace/Link House,1920,598.9583333,164285.7143
ampang,1150000,6,6,,Partly Furnished,Terrace/Link House,1920,598.9583333,191666.6667
ampang,1150000,5,5,,Partly Furnished,Terrace/Link House,1920,598.9583333,230000
ampang,5200000,8,8,,Unfurnished,Bungalow,8676,599.3545413,650000
ampang,5200000,8,8,,Partly Furnished,Bungalow,8676,599.3545413,650000
ampang,780000,4,3,3,Unfurnished,Terrace/Link House,1300,600,195000
ampang,900000,4,3,2,Partly Furnished,Serviced Residence,1500,600,225000
ampang,3600000,7,8,4,Unfurnished,Bungalow,6000,600,514285.7143
ampang,6000000,6,4,,,Bungalow,10000,600,1000000
ampang,650000,,,1,Fully Furnished,Serviced Residence,1080,601.8518519,
ampang,2800000,6,6,2,Partly Furnished,Bungalow,4640,603.4482759,466666.6667
ampang,1850000,5,3,2,Partly Furnished,Condominium,3062,604.1802743,370000
ampang,950000,4,3,1,Partly Furnished,Serviced Residence,1571,604.7103756,237500
ampang,950000,3,2,1,Unfurnished,Serviced Residence,1570,605.0955414,316666.6667
ampang,10000000,6,7,,Fully Furnished,Bungalow,16500,606.0606061,1666666.667
ampang,400000,1,2,,Fully Furnished,Serviced Residence,659,606.9802731,400000
ampang,2480000,7,7,,Partly Furnished,Bungalow,4080,607.8431373,354285.7143
ampang,3650000,7,5,3,Partly Furnished,Bungalow,6000,608.3333333,521428.5714
ampang,2300000,7,3,,Partly Furnished,Condominium,3778,608.7877184,328571.4286
ampang,2300000,6,3,2,Partly Furnished,Condominium,3778,608.7877184,383333.3333
ampang,2300000,6,6,,Partly Furnished,Bungalow,3778,608.7877184,383333.3333
ampang,670000,2,2,2,Partly Furnished,Serviced Residence,1100,609.0909091,335000
ampang,650000,2,2,,Fully Furnished,Serviced Residence,1067,609.1846298,325000
ampang,650000,2,2,,Fully Furnished,Serviced Residence,1067,609.1846298,325000
ampang,1950000,7,7,4,Partly Furnished,Semi-detached House,3200,609.375,278571.4286
ampang,4784300,8,7,5,Partly Furnished,Bungalow,7840,610.2423469,598037.5
ampang,980000,3,2,1,Fully Furnished,Condominium,1600,612.5,326666.6667
ampang,430000,2,2,,Unfurnished,Terrace/Link House,700,614.2857143,215000
ampang,2350000,6,6,,Fully Furnished,Bungalow,3825,614.379085,391666.6667
ampang,3700000,5,4,,Fully Furnished,Bungalow,6000,616.6666667,740000
ampang,631800,3,2,,,Serviced Residence,1018,620.6286837,210600
ampang,631800,,,,,Serviced Residence,1018,620.6286837,
ampang,632000,2,2,,,Serviced Residence,1018,620.8251473,316000
ampang,632000,2,2,,,Serviced Residence,1018,620.8251473,316000
ampang,550000,3,3,,Partly Furnished,Terrace/Link House,883,622.8765572,183333.3333
ampang,2400000,5,6,3,Partly Furnished,Condominium,3847,623.8627502,480000
ampang,4950000,5,5,,Unfurnished,Bungalow,7923,624.7633472,990000
ampang,1500000,5,4,2,Partly Furnished,Semi-detached House,2400,625,300000
ampang,2000000,6,5,2,Partly Furnished,Semi-detached House,3200,625,333333.3333
ampang,1750000,5,5,,Fully Furnished,Terrace/Link House,2800,625,350000
ampang,5000000,5,5,,Partly Furnished,Bungalow,8000,625,1000000
ampang,1380000,4,3,,Fully Furnished,Townhouse,2200,627.2727273,345000
ampang,2398000,6,6,2,Unfurnished,Bungalow,3821,627.584402,399666.6667
ampang,2900000,7,8,,Partly Furnished,Semi-detached House,4600,630.4347826,414285.7143
ampang,2400000,6,6,,Partly Furnished,Condominium,3800,631.5789474,400000
ampang,1900000,3,2,2,Fully Furnished,Condominium,3003,632.7006327,633333.3333
ampang,600000,2,1,,Fully Furnished,Serviced Residence,948,632.9113924,300000
ampang,950000,3,2,1,Fully Furnished,Condominium,1500,633.3333333,316666.6667
ampang,950000,3,4,,Unfurnished,Townhouse,1500,633.3333333,316666.6667
ampang,1900000,5,5,,Fully Furnished,Terrace/Link House,3000,633.3333333,380000
ampang,1350000,,,2,Partly Furnished,Condominium,2131,633.5053965,
ampang,950000,4,3,1,Partly Furnished,Condominium,1496,635.026738,237500
ampang,1000000,4,3,,Partly Furnished,Serviced Residence,1572,636.1323155,250000
ampang,999000,4,3,2,Fully Furnished,Serviced Residence,1570,636.3057325,249750
ampang,700000,2,2,2,Partly Furnished,Serviced Residence,1100,636.3636364,350000
ampang,1000000,4,3,1,Partly Furnished,Serviced Residence,1570,636.9426752,250000
ampang,350000,1,1,1,Fully Furnished,Serviced Residence,549,637.5227687,350000
ampang,1600000,5,4,2,Unfurnished,Semi-detached House,2500,640,320000
ampang,1400000,6,3,,Fully Furnished,Terrace/Link House,2186,640.4391583,233333.3333
ampang,608000,2,2,2,Unfurnished,Serviced Residence,948,641.350211,304000
ampang,610000,2,2,1,Partly Furnished,Serviced Residence,950,642.1052632,305000
ampang,1800000,6,6,,Partly Furnished,Terrace/Link House,2800,642.8571429,300000
ampang,1800000,5,6,,Partly Furnished,Terrace/Link House,2800,642.8571429,360000
ampang,699000,3,2,1,Fully Furnished,Serviced Residence,1087,643.0542778,233000
ampang,2380000,4,5,,Partly Furnished,Semi-detached House,3696,643.9393939,595000
ampang,2772100,6,7,3,Partly Furnished,Bungalow,4284,647.0821662,462016.6667
ampang,3400000,7,7,,Partly Furnished,Terrace/Link House,5250,647.6190476,485714.2857
ampang,2500000,5,6,3,Partly Furnished,Condominium,3847,649.8570315,500000
ampang,2500000,5,5,3,Partly Furnished,Condominium,3847,649.8570315,500000
ampang,1250000,5,4,2,Partly Furnished,Terrace/Link House,1920,651.0416667,250000
ampang,443120,2,2,1,Fully Furnished,Condominium,680,651.6470588,221560
ampang,3000000,6,6,5,,Bungalow,4600,652.173913,500000
ampang,620000,2,1,,Partly Furnished,Serviced Residence,950,652.6315789,310000
ampang,2500000,6,6,,Unfurnished,Bungalow,3825,653.5947712,416666.6667
ampang,2500000,6,6,,Unfurnished,Bungalow,3825,653.5947712,416666.6667
ampang,2500000,6,6,,Partly Furnished,Bungalow,3825,653.5947712,416666.6667
ampang,850000,4,2,,Partly Furnished,Condominium,1300,653.8461538,212500
ampang,850000,4,2,1,Partly Furnished,Condominium,1300,653.8461538,212500
ampang,850000,4,2,,Partly Furnished,Condominium,1300,653.8461538,212500
ampang,620000,2,2,1,Partly Furnished,Serviced Residence,948,654.0084388,310000
ampang,1380000,4,3,2,Fully Furnished,Condominium,2109,654.3385491,345000
ampang,7200000,7,7,6,Fully Furnished,Bungalow,11000,654.5454545,1028571.429
ampang,699000,2,2,2,Fully Furnished,Serviced Residence,1067,655.1077788,349500
ampang,2099000,7,7,,Partly Furnished,Semi-detached House,3200,655.9375,299857.1429
ampang,1030000,4,3,2,Unfurnished,Serviced Residence,1570,656.0509554,257500
ampang,1300000,7,5,4,,Terrace/Link House,1980,656.5656566,185714.2857
ampang,1300000,7,5,,Partly Furnished,Terrace/Link House,1980,656.5656566,185714.2857
ampang,1300000,7,5,,Partly Furnished,Terrace/Link House,1980,656.5656566,185714.2857
ampang,1300000,5,5,,Partly Furnished,Terrace/Link House,1980,656.5656566,260000
ampang,460000,2,2,,Unfurnished,Terrace/Link House,700,657.1428571,230000
ampang,1230000,5,5,2,Fully Furnished,Terrace/Link House,1870,657.7540107,246000
ampang,625000,2,1,,,Serviced Residence,948,659.2827004,312500
ampang,620000,3,2,1,Fully Furnished,Condominium,940,659.5744681,206666.6667
ampang,2500000,6,6,3,Partly Furnished,Condominium,3788,659.9788807,416666.6667
ampang,1850000,6,6,,Unfurnished,Terrace/Link House,2800,660.7142857,308333.3333
ampang,750000,2,2,,Partly Furnished,Serviced Residence,1135,660.7929515,375000
ampang,750000,2,2,,Partly Furnished,Serviced Residence,1135,660.7929515,375000
ampang,1400000,4,3,2,Partly Furnished,Condominium,2109,663.8217165,350000
ampang,1400000,4,3,,Partly Furnished,Condominium,2109,663.8217165,350000
ampang,630000,2,1,,Fully Furnished,Serviced Residence,948,664.556962,315000
ampang,630000,2,1,,Partly Furnished,Serviced Residence,948,664.556962,315000
ampang,2780000,7,4,,Partly Furnished,Semi-detached House,4180,665.0717703,397142.8571
ampang,1200000,4,5,,Fully Furnished,Terrace/Link House,1800,666.6666667,300000
ampang,1200000,4,5,2,Fully Furnished,Terrace/Link House,1800,666.6666667,300000
ampang,1400000,4,4,2,Fully Furnished,Condominium,2100,666.6666667,350000
ampang,470000,1,1,1,Unfurnished,Serviced Residence,705,666.6666667,470000
ampang,2400000,5,5,,,Terrace/Link House,3600,666.6666667,480000
ampang,3100000,6,6,2,Partly Furnished,Bungalow,4640,668.1034483,516666.6667
ampang,3200000,7,6,,,Bungalow,4785,668.7565308,457142.8571
ampang,1050000,4,3,,Unfurnished,Serviced Residence,1570,668.7898089,262500
ampang,1050000,4,3,2,Partly Furnished,Serviced Residence,1570,668.7898089,262500
ampang,570000,,,,,Serviced Residence,850,670.5882353,
ampang,2150000,6,6,,Partly Furnished,Semi-detached House,3200,671.875,358333.3333
ampang,850000,3,2,1,Partly Furnished,Condominium,1263,673.0007918,283333.3333
ampang,640000,2,2,1,Fully Furnished,Serviced Residence,950,673.6842105,320000
ampang,720000,2,2,1,Partly Furnished,Serviced Residence,1066,675.4221388,360000
ampang,730000,4,3,,Partly Furnished,Terrace/Link House,1080,675.9259259,182500
ampang,1300000,5,4,,Unfurnished,Terrace/Link House,1920,677.0833333,260000
ampang,475000,3,2,2,Partly Furnished,Terrace/Link House,700,678.5714286,158333.3333
ampang,680000,3,2,1,Fully Furnished,Condominium,1000,680,226666.6667
ampang,975800,4,4,2,Partly Furnished,Serviced Residence,1435,680,243950
ampang,1067600,4,3,2,Partly Furnished,Serviced Residence,1570,680,266900
ampang,4080000,6,6,,Unfurnished,Bungalow,6000,680,680000
ampang,1180000,5,3,2,Partly Furnished,Condominium,1735,680.1152738,236000
ampang,1450000,4,4,3,Partly Furnished,Condominium,2131,680.4317222,362500
ampang,1450000,4,4,2,Partly Furnished,Condominium,2131,680.4317222,362500
ampang,1450000,4,4,2,Partly Furnished,Condominium,2131,680.4317222,362500
ampang,1200000,4,3,,Partly Furnished,Terrace/Link House,1760,681.8181818,300000
ampang,1500000,4,4,2,Fully Furnished,Townhouse,2200,681.8181818,375000
ampang,1500000,4,3,2,Fully Furnished,Townhouse,2200,681.8181818,375000
ampang,1500000,4,3,2,Fully Furnished,Townhouse,2200,681.8181818,375000
ampang,1500000,,4,2,Fully Furnished,Townhouse,2200,681.8181818,
ampang,5800000,6,6,,Partly Furnished,Bungalow,8500,682.3529412,966666.6667
ampang,4300000,7,8,,Partly Furnished,Bungalow,6300,682.5396825,614285.7143
ampang,650000,2,2,1,Fully Furnished,Serviced Residence,950,684.2105263,325000
ampang,1300000,4,4,2,Partly Furnished,Condominium,1900,684.2105263,325000
ampang,2400000,6,4,,,Bungalow,3500,685.7142857,400000
ampang,5500000,5,5,6,,Bungalow,8000,687.5,1100000
ampang,2200000,,,4,Unfurnished,Semi-detached House,3200,687.5,
ampang,1450000,4,4,2,Fully Furnished,Condominium,2109,687.5296349,362500
ampang,515000,2,2,1,Fully Furnished,Condominium,749,687.5834446,257500
ampang,1080000,4,3,2,,Serviced Residence,1570,687.8980892,270000
ampang,2600000,6,6,,Unfurnished,Bungalow,3778,688.1948121,433333.3333
ampang,310000,1,1,1,Fully Furnished,Residential Land,450,688.8888889,310000
ampang,1082000,4,3,,Partly Furnished,Serviced Residence,1570,689.1719745,270500
ampang,702000,3,2,,,Serviced Residence,1018,689.5874263,234000
ampang,590000,1,1,,Unfurnished,Serviced Residence,855,690.0584795,590000
ampang,1450000,4,3,1,,Condominium,2100,690.4761905,362500
ampang,2700000,7,8,,Partly Furnished,Semi-detached House,3909,690.7137375,385714.2857
ampang,470000,2,2,1,Partly Furnished,Condominium,680,691.1764706,235000
ampang,1200000,4,4,2,Fully Furnished,Condominium,1735,691.6426513,300000
ampang,1200000,4,4,2,Fully Furnished,Condominium,1735,691.6426513,300000
ampang,2200000,5,5,3,Fully Furnished,Condominium,3180,691.8238994,440000
ampang,1400000,4,4,2,Fully Furnished,Condominium,2023,692.0415225,350000
ampang,2080000,3,2,2,Fully Furnished,Condominium,3003,692.6406926,693333.3333
ampang,632000,2,2,,Partly Furnished,Serviced Residence,912,692.9824561,316000
ampang,632000,2,2,,Partly Furnished,Serviced Residence,912,692.9824561,316000
ampang,632000,2,2,,Partly Furnished,Serviced Residence,912,692.9824561,316000
ampang,632000,2,2,,Partly Furnished,Serviced Residence,912,692.9824561,316000
ampang,632000,2,2,,Partly Furnished,Serviced Residence,912,692.9824561,316000
ampang,1500000,5,3,3,Partly Furnished,Terrace/Link House,2160,694.4444444,300000
ampang,490000,1,1,1,Partly Furnished,Serviced Residence,705,695.035461,490000
ampang,996300,,,,,Serviced Residence,1432,695.7402235,
ampang,1220000,4,3,3,Partly Furnished,Condominium,1753,695.9498003,305000
ampang,1000000,4,3,2,Partly Furnished,Serviced Residence,1435,696.8641115,250000
ampang,1476300,4,4,,Partly Furnished,Condominium,2109,700,369075
ampang,1476300,4,4,2,Partly Furnished,Condominium,2109,700,369075
ampang,1476300,4,4,2,Fully Furnished,Condominium,2109,700,369075
ampang,620000,,1,,Partly Furnished,Serviced Residence,885,700.5649718,
ampang,600000,2,2,1,Fully Furnished,Serviced Residence,856,700.9345794,300000
ampang,1150000,4,3,,Partly Furnished,Townhouse,1639,701.6473459,287500
ampang,2700000,5,6,3,Partly Furnished,Condominium,3847,701.845594,540000
ampang,1350000,6,5,,Partly Furnished,Terrace/Link House,1920,703.125,225000
ampang,2250000,7,8,,Partly Furnished,Semi-detached House,3200,703.125,321428.5714
ampang,450000,1,1,,Partly Furnished,Serviced Residence,640,703.125,450000
ampang,750000,2,2,1,Partly Furnished,Serviced Residence,1066,703.564728,375000
ampang,345000,2,2,1,Partly Furnished,Serviced Residence,490,704.0816327,172500
ampang,599000,2,1,1,Partly Furnished,Serviced Residence,850,704.7058824,299500
ampang,691600,1,2,2,Partly Furnished,Serviced Residence,981,704.9949032,691600
ampang,550000,1,1,1,Partly Furnished,Serviced Residence,780,705.1282051,550000
ampang,670000,2,2,1,Fully Furnished,Serviced Residence,950,705.2631579,335000
ampang,670000,2,2,,Partly Furnished,Serviced Residence,950,705.2631579,335000
ampang,2200000,5,6,3,Partly Furnished,Condominium,3118,705.5805003,440000
ampang,600000,2,2,1,Partly Furnished,Serviced Residence,850,705.8823529,300000
ampang,600000,2,2,1,Partly Furnished,Serviced Residence,850,705.8823529,300000
ampang,600000,2,2,1,Partly Furnished,Serviced Residence,850,705.8823529,300000
ampang,475000,1,1,,Fully Furnished,Serviced Residence,672,706.8452381,475000
ampang,690822,2,2,,Partly Furnished,Serviced Residence,977,707.0849539,345411
ampang,690822,2,2,,Partly Furnished,Serviced Residence,977,707.0849539,345411
ampang,690822,2,2,,Partly Furnished,Serviced Residence,977,707.0849539,345411
ampang,690822,2,2,,Partly Furnished,Serviced Residence,977,707.0849539,345411
ampang,2200000,5,5,3,Fully Furnished,Condominium,3109,707.6230299,440000
ampang,499000,1,1,1,Partly Furnished,Serviced Residence,705,707.8014184,499000
ampang,800000,2,2,2,Partly Furnished,Serviced Residence,1130,707.9646018,400000
ampang,1700000,4,4,2,Partly Furnished,Apartment,2400,708.3333333,425000
ampang,1700000,4,4,2,Fully Furnished,Terrace/Link House,2400,708.3333333,425000
ampang,500000,1,1,1,Partly Furnished,Serviced Residence,705,709.2198582,500000
ampang,500000,1,1,1,Fully Furnished,Serviced Residence,705,709.2198582,500000
ampang,500000,1,1,1,Fully Furnished,Serviced Residence,705,709.2198582,500000
ampang,2700000,6,6,3,Partly Furnished,Condominium,3800,710.5263158,450000
ampang,848424,2,2,2,Partly Furnished,Serviced Residence,1193,711.1684828,424212
ampang,1500000,4,4,3,Partly Furnished,Condominium,2109,711.2375533,375000
ampang,1500000,4,4,2,,Condominium,2107,711.912672,375000
ampang,855000,3,3,,,Serviced Residence,1200,712.5,285000
ampang,855000,3,3,,Unknown,Serviced Residence,1200,712.5,285000
ampang,1500000,5,4,,Partly Furnished,Semi-detached House,2100,714.2857143,300000
ampang,1500000,4,3,1,Partly Furnished,Condominium,2100,714.2857143,375000
ampang,1500000,4,3,2,Partly Furnished,Townhouse,2100,714.2857143,375000
ampang,650000,1,2,1,Fully Furnished,Serviced Residence,910,714.2857143,650000
ampang,650000,1,2,1,Fully Furnished,Serviced Residence,910,714.2857143,650000
ampang,7500000,7,7,5,Partly Furnished,Bungalow,10500,714.2857143,1071428.571
